['airport-london-205-6223.mp4', 'indoor']
['street_pedestrian-stockholm-266-8095.mp4', 'outdoor']
['street_pedestrian-stockholm-266-8096.mp4', 'outdoor']
['street_pedestrian-stockholm-266-8097.mp4', 'outdoor']
['street_pedestrian-stockholm-266-8098.mp4', 'outdoor']
['street_pedestrian-stockholm-266-8099.mp4', 'outdoor']
['street_pedestrian-stockholm-266-8100.mp4', 'outdoor']
['street_pedestrian-stockholm-266-8101.mp4', 'outdoor']
['street_pedestrian-stockholm-266-8102.mp4', 'outdoor']
['street_pedestrian-stockholm-266-8103.mp4', 'outdoor']
['street_pedestrian-stockholm-266-8104.mp4', 'outdoor']
['street_pedestrian-stockholm-266-8105.mp4', 'outdoor']
['street_pedestrian-vienna-267-8106.mp4', 'outdoor']
['street_pedestrian-vienna-267-8107.mp4', 'outdoor']
['street_pedestrian-vienna-267-8108.mp4', 'outdoor']
['street_pedestrian-vienna-267-8109.mp4', 'outdoor']
['street_pedestrian-vienna-267-8110.mp4', 'outdoor']
['street_pedestrian-vienna-267-8111.mp4', 'outdoor']
['street_pedestrian-vienna-267-8112.mp4', 'outdoor']
['street_pedestrian-vienna-267-8113.mp4', 'outdoor']
['street_pedestrian-vienna-267-8114.mp4', 'outdoor']
['street_pedestrian-vienna-267-8115.mp4', 'outdoor']
['street_pedestrian-vienna-267-8116.mp4', 'outdoor']
['street_pedestrian-vienna-267-8117.mp4', 'outdoor']
['street_pedestrian-vienna-267-8118.mp4', 'outdoor']
['street_pedestrian-vienna-267-8119.mp4', 'outdoor']
['street_pedestrian-vienna-267-8120.mp4', 'outdoor']
['street_pedestrian-vienna-267-8121.mp4', 'outdoor']
['street_pedestrian-vienna-267-8122.mp4', 'outdoor']
['street_pedestrian-vienna-267-8123.mp4', 'outdoor']
['street_pedestrian-vienna-267-8124.mp4', 'outdoor']
['street_pedestrian-vienna-267-8125.mp4', 'outdoor']
['street_pedestrian-vienna-267-8126.mp4', 'outdoor']
['street_pedestrian-vienna-267-8127.mp4', 'outdoor']
['street_pedestrian-vienna-267-8128.mp4', 'outdoor']
['street_pedestrian-vienna-267-8129.mp4', 'outdoor']
['street_pedestrian-vienna-267-8130.mp4', 'outdoor']
['street_pedestrian-vienna-267-8131.mp4', 'outdoor']
['street_pedestrian-vienna-267-8132.mp4', 'outdoor']
['street_traffic-barcelona-268-8133.mp4', 'outdoor']
['street_traffic-barcelona-268-8134.mp4', 'outdoor']
['street_traffic-barcelona-268-8135.mp4', 'outdoor']
['street_traffic-barcelona-268-8136.mp4', 'outdoor']
['street_traffic-barcelona-268-8137.mp4', 'outdoor']
['street_traffic-barcelona-268-8138.mp4', 'outdoor']
['street_traffic-barcelona-268-8139.mp4', 'outdoor']
['street_traffic-barcelona-268-8140.mp4', 'outdoor']
['street_traffic-barcelona-268-8141.mp4', 'outdoor']
['street_traffic-barcelona-268-8142.mp4', 'outdoor']
['street_traffic-barcelona-268-8143.mp4', 'outdoor']
['street_traffic-barcelona-268-8144.mp4', 'outdoor']
['street_traffic-barcelona-268-8145.mp4', 'outdoor']
['street_traffic-barcelona-268-8146.mp4', 'outdoor']
['street_traffic-barcelona-268-8147.mp4', 'outdoor']
['street_traffic-barcelona-268-8148.mp4', 'outdoor']
['street_traffic-barcelona-268-8149.mp4', 'outdoor']
['street_traffic-barcelona-268-8150.mp4', 'outdoor']
['street_traffic-barcelona-268-8151.mp4', 'outdoor']
['street_traffic-barcelona-268-8152.mp4', 'outdoor']
['street_traffic-barcelona-268-8153.mp4', 'outdoor']
['street_traffic-barcelona-268-8154.mp4', 'outdoor']
['street_traffic-barcelona-268-8155.mp4', 'outdoor']
['street_traffic-barcelona-268-8156.mp4', 'outdoor']
['street_traffic-barcelona-268-8157.mp4', 'outdoor']
['street_traffic-barcelona-268-8158.mp4', 'outdoor']
['street_traffic-barcelona-268-8159.mp4', 'outdoor']
['street_traffic-barcelona-268-8160.mp4', 'outdoor']
['street_traffic-barcelona-268-8161.mp4', 'outdoor']
['street_traffic-barcelona-268-8162.mp4', 'outdoor']
['street_traffic-barcelona-268-8163.mp4', 'outdoor']
['street_traffic-barcelona-268-8164.mp4', 'outdoor']
['street_traffic-barcelona-268-8165.mp4', 'outdoor']
['street_traffic-barcelona-268-8166.mp4', 'outdoor']
['street_traffic-barcelona-268-8167.mp4', 'outdoor']
['street_traffic-barcelona-268-8168.mp4', 'outdoor']
['street_traffic-helsinki-269-8169.mp4', 'outdoor']
['street_traffic-helsinki-269-8170.mp4', 'outdoor']
['street_traffic-helsinki-269-8171.mp4', 'outdoor']
['street_traffic-helsinki-269-8172.mp4', 'outdoor']
['street_traffic-helsinki-269-8173.mp4', 'outdoor']
['street_traffic-helsinki-269-8174.mp4', 'outdoor']
['street_traffic-helsinki-269-8175.mp4', 'outdoor']
['street_traffic-helsinki-269-8176.mp4', 'outdoor']
['street_traffic-helsinki-269-8177.mp4', 'outdoor']
['street_traffic-helsinki-269-8178.mp4', 'outdoor']
['street_traffic-helsinki-269-8179.mp4', 'outdoor']
['street_traffic-helsinki-269-8180.mp4', 'outdoor']
['street_traffic-helsinki-269-8181.mp4', 'outdoor']
['street_traffic-helsinki-269-8182.mp4', 'outdoor']
['street_traffic-helsinki-269-8183.mp4', 'outdoor']
['street_traffic-helsinki-269-8184.mp4', 'outdoor']
['street_traffic-helsinki-269-8185.mp4', 'outdoor']
['street_traffic-helsinki-269-8186.mp4', 'outdoor']
['street_traffic-helsinki-269-8187.mp4', 'outdoor']
['street_traffic-helsinki-269-8188.mp4', 'outdoor']
['street_traffic-helsinki-269-8189.mp4', 'outdoor']
['street_traffic-helsinki-269-8190.mp4', 'outdoor']
['street_traffic-helsinki-269-8191.mp4', 'outdoor']
['street_traffic-helsinki-269-8192.mp4', 'outdoor']
['street_traffic-helsinki-269-8193.mp4', 'outdoor']
['street_traffic-helsinki-269-8194.mp4', 'outdoor']
['street_traffic-helsinki-269-8195.mp4', 'outdoor']
['street_traffic-helsinki-269-8196.mp4', 'outdoor']
['street_traffic-helsinki-269-8197.mp4', 'outdoor']
['street_traffic-helsinki-269-8198.mp4', 'outdoor']
['street_traffic-helsinki-269-8199.mp4', 'outdoor']
['street_traffic-helsinki-269-8200.mp4', 'outdoor']
['street_traffic-helsinki-269-8201.mp4', 'outdoor']
['street_traffic-helsinki-269-8202.mp4', 'outdoor']
['street_traffic-helsinki-269-8203.mp4', 'outdoor']
['street_traffic-helsinki-269-8204.mp4', 'outdoor']
['street_traffic-london-270-8205.mp4', 'outdoor']
['street_traffic-london-270-8206.mp4', 'outdoor']
['street_traffic-london-270-8207.mp4', 'outdoor']
['street_traffic-london-270-8208.mp4', 'outdoor']
['street_traffic-london-270-8209.mp4', 'outdoor']
['street_traffic-london-270-8210.mp4', 'outdoor']
['street_traffic-london-270-8211.mp4', 'outdoor']
['street_traffic-london-270-8212.mp4', 'outdoor']
['street_traffic-london-270-8213.mp4', 'outdoor']
['street_traffic-london-270-8214.mp4', 'outdoor']
['street_traffic-london-270-8215.mp4', 'outdoor']
['street_traffic-london-270-8216.mp4', 'outdoor']
['street_traffic-london-270-8217.mp4', 'outdoor']
['street_traffic-london-270-8218.mp4', 'outdoor']
['street_traffic-london-270-8219.mp4', 'outdoor']
['street_traffic-london-270-8220.mp4', 'outdoor']
['street_traffic-london-270-8221.mp4', 'outdoor']
['street_traffic-london-270-8222.mp4', 'outdoor']
['street_traffic-london-270-8223.mp4', 'outdoor']
['street_traffic-london-270-8224.mp4', 'outdoor']
['street_traffic-london-270-8225.mp4', 'outdoor']
['street_traffic-london-270-8226.mp4', 'outdoor']
['street_traffic-london-270-8227.mp4', 'outdoor']
['street_traffic-london-270-8228.mp4', 'outdoor']
['street_traffic-london-270-8229.mp4', 'outdoor']
['street_traffic-london-270-8230.mp4', 'outdoor']
['street_traffic-london-270-8231.mp4', 'outdoor']
['street_traffic-london-270-8232.mp4', 'outdoor']
['street_traffic-london-270-8233.mp4', 'outdoor']
['street_traffic-london-270-8234.mp4', 'outdoor']
['street_traffic-london-270-8235.mp4', 'outdoor']
['street_traffic-london-270-8236.mp4', 'outdoor']
['street_traffic-london-270-8237.mp4', 'outdoor']
['street_traffic-london-271-8238.mp4', 'outdoor']
['street_traffic-london-271-8239.mp4', 'outdoor']
['street_traffic-london-271-8240.mp4', 'outdoor']
['street_traffic-london-271-8241.mp4', 'outdoor']
['street_traffic-london-271-8242.mp4', 'outdoor']
['street_traffic-london-271-8243.mp4', 'outdoor']
['street_traffic-london-271-8244.mp4', 'outdoor']
['street_traffic-london-271-8245.mp4', 'outdoor']
['street_traffic-london-271-8246.mp4', 'outdoor']
['street_traffic-london-271-8247.mp4', 'outdoor']
['street_traffic-london-271-8248.mp4', 'outdoor']
['street_traffic-london-271-8249.mp4', 'outdoor']
['street_traffic-london-271-8250.mp4', 'outdoor']
['street_traffic-london-271-8251.mp4', 'outdoor']
['street_traffic-london-271-8252.mp4', 'outdoor']
['street_traffic-london-271-8253.mp4', 'outdoor']
['street_traffic-london-271-8254.mp4', 'outdoor']
['street_traffic-london-271-8255.mp4', 'outdoor']
['street_traffic-london-271-8256.mp4', 'outdoor']
['street_traffic-london-271-8257.mp4', 'outdoor']
['street_traffic-london-271-8258.mp4', 'outdoor']
['street_traffic-london-271-8259.mp4', 'outdoor']
['street_traffic-london-271-8260.mp4', 'outdoor']
['street_traffic-london-271-8261.mp4', 'outdoor']
['street_traffic-london-271-8262.mp4', 'outdoor']
['street_traffic-london-271-8263.mp4', 'outdoor']
['street_traffic-london-271-8264.mp4', 'outdoor']
['street_traffic-london-271-8265.mp4', 'outdoor']
['street_traffic-london-271-8266.mp4', 'outdoor']
['street_traffic-london-271-8267.mp4', 'outdoor']
['street_traffic-london-271-8268.mp4', 'outdoor']
['street_traffic-london-271-8269.mp4', 'outdoor']
['street_traffic-london-271-8270.mp4', 'outdoor']
['street_traffic-paris-272-8271.mp4', 'outdoor']
['street_traffic-paris-272-8272.mp4', 'outdoor']
['street_traffic-paris-272-8273.mp4', 'outdoor']
['street_traffic-paris-272-8274.mp4', 'outdoor']
['street_traffic-paris-272-8275.mp4', 'outdoor']
['street_traffic-paris-272-8276.mp4', 'outdoor']
['street_traffic-paris-272-8277.mp4', 'outdoor']
['street_traffic-paris-272-8278.mp4', 'outdoor']
['street_traffic-paris-272-8279.mp4', 'outdoor']
['street_traffic-paris-272-8280.mp4', 'outdoor']
['street_traffic-paris-272-8281.mp4', 'outdoor']
['street_traffic-paris-272-8282.mp4', 'outdoor']
['street_traffic-paris-272-8283.mp4', 'outdoor']
['street_traffic-paris-272-8284.mp4', 'outdoor']
['street_traffic-paris-272-8285.mp4', 'outdoor']
['street_traffic-paris-272-8286.mp4', 'outdoor']
['street_traffic-paris-272-8287.mp4', 'outdoor']
['street_traffic-paris-272-8288.mp4', 'outdoor']
['street_traffic-paris-272-8289.mp4', 'outdoor']
['street_traffic-paris-272-8290.mp4', 'outdoor']
['street_traffic-paris-272-8291.mp4', 'outdoor']
['street_traffic-paris-272-8292.mp4', 'outdoor']
['street_traffic-paris-272-8293.mp4', 'outdoor']
['street_traffic-paris-272-8294.mp4', 'outdoor']
['street_traffic-paris-272-8295.mp4', 'outdoor']
['street_traffic-paris-272-8296.mp4', 'outdoor']
['street_traffic-paris-272-8297.mp4', 'outdoor']
['street_traffic-paris-272-8298.mp4', 'outdoor']
['street_traffic-paris-272-8299.mp4', 'outdoor']
['street_traffic-paris-272-8300.mp4', 'outdoor']
['street_traffic-paris-272-8301.mp4', 'outdoor']
['street_traffic-paris-272-8302.mp4', 'outdoor']
['street_traffic-paris-272-8303.mp4', 'outdoor']
['street_traffic-paris-272-8304.mp4', 'outdoor']
['street_traffic-paris-272-8305.mp4', 'outdoor']
['street_traffic-paris-272-8306.mp4', 'outdoor']
['street_traffic-stockholm-273-8307.mp4', 'outdoor']
['street_traffic-stockholm-273-8308.mp4', 'outdoor']
['street_traffic-stockholm-273-8309.mp4', 'outdoor']
['street_traffic-stockholm-273-8310.mp4', 'outdoor']
['street_traffic-stockholm-273-8311.mp4', 'outdoor']
['street_traffic-stockholm-273-8312.mp4', 'outdoor']
['street_traffic-stockholm-273-8313.mp4', 'outdoor']
['street_traffic-stockholm-273-8314.mp4', 'outdoor']
['street_traffic-stockholm-273-8315.mp4', 'outdoor']
['street_traffic-stockholm-273-8316.mp4', 'outdoor']
['street_traffic-stockholm-273-8317.mp4', 'outdoor']
['street_traffic-stockholm-273-8318.mp4', 'outdoor']
['street_traffic-stockholm-273-8319.mp4', 'outdoor']
['street_traffic-stockholm-273-8320.mp4', 'outdoor']
['street_traffic-stockholm-273-8321.mp4', 'outdoor']
['street_traffic-stockholm-273-8322.mp4', 'outdoor']
['street_traffic-stockholm-273-8323.mp4', 'outdoor']
['street_traffic-stockholm-273-8324.mp4', 'outdoor']
['street_traffic-stockholm-273-8325.mp4', 'outdoor']
['street_traffic-stockholm-273-8326.mp4', 'outdoor']
['street_traffic-stockholm-273-8327.mp4', 'outdoor']
['street_traffic-stockholm-273-8328.mp4', 'outdoor']
['street_traffic-stockholm-273-8329.mp4', 'outdoor']
['street_traffic-stockholm-273-8330.mp4', 'outdoor']
['street_traffic-stockholm-273-8331.mp4', 'outdoor']
['street_traffic-stockholm-273-8332.mp4', 'outdoor']
['street_traffic-stockholm-273-8333.mp4', 'outdoor']
['street_traffic-stockholm-273-8334.mp4', 'outdoor']
['street_traffic-stockholm-273-8335.mp4', 'outdoor']
['street_traffic-stockholm-273-8336.mp4', 'outdoor']
['street_traffic-stockholm-273-8337.mp4', 'outdoor']
['street_traffic-stockholm-273-8338.mp4', 'outdoor']
['street_traffic-stockholm-273-8339.mp4', 'outdoor']
['street_traffic-stockholm-273-8340.mp4', 'outdoor']
['street_traffic-stockholm-273-8341.mp4', 'outdoor']
['street_traffic-stockholm-273-8342.mp4', 'outdoor']
['street_traffic-vienna-274-8343.mp4', 'outdoor']
['street_traffic-vienna-274-8344.mp4', 'outdoor']
['street_traffic-vienna-274-8345.mp4', 'outdoor']
['street_traffic-vienna-274-8346.mp4', 'outdoor']
['street_traffic-vienna-274-8347.mp4', 'outdoor']
['street_traffic-vienna-274-8348.mp4', 'outdoor']
['street_traffic-vienna-274-8349.mp4', 'outdoor']
['street_traffic-vienna-274-8350.mp4', 'outdoor']
['street_traffic-vienna-274-8351.mp4', 'outdoor']
['street_traffic-vienna-274-8352.mp4', 'outdoor']
['street_traffic-vienna-274-8353.mp4', 'outdoor']
['street_traffic-vienna-274-8354.mp4', 'outdoor']
['street_traffic-vienna-274-8355.mp4', 'outdoor']
['street_traffic-vienna-274-8356.mp4', 'outdoor']
['street_traffic-vienna-274-8357.mp4', 'outdoor']
['street_traffic-vienna-274-8358.mp4', 'outdoor']
['street_traffic-vienna-274-8359.mp4', 'outdoor']
['street_traffic-vienna-274-8360.mp4', 'outdoor']
['street_traffic-vienna-274-8361.mp4', 'outdoor']
['street_traffic-vienna-274-8362.mp4', 'outdoor']
['street_traffic-vienna-274-8363.mp4', 'outdoor']
['street_traffic-vienna-274-8364.mp4', 'outdoor']
['street_traffic-vienna-274-8365.mp4', 'outdoor']
['street_traffic-vienna-274-8366.mp4', 'outdoor']
['street_traffic-vienna-274-8367.mp4', 'outdoor']
['street_traffic-vienna-274-8368.mp4', 'outdoor']
['street_traffic-vienna-274-8369.mp4', 'outdoor']
['street_traffic-vienna-274-8370.mp4', 'outdoor']
['street_traffic-vienna-274-8371.mp4', 'outdoor']
['street_traffic-vienna-274-8372.mp4', 'outdoor']
['street_traffic-vienna-274-8373.mp4', 'outdoor']
['street_traffic-vienna-274-8374.mp4', 'outdoor']
['street_traffic-vienna-274-8375.mp4', 'outdoor']
['street_traffic-vienna-274-8376.mp4', 'outdoor']
['street_traffic-vienna-274-8377.mp4', 'outdoor']
['street_traffic-vienna-274-8378.mp4', 'outdoor']
['tram-lyon-1216-45677.mp4', 'vehicle']
['tram-lisbon-1200-45681.mp4', 'vehicle']
['metro-lisbon-1199-45684.mp4', 'vehicle']
['tram-milan-1182-45685.mp4', 'vehicle']
['bus-lisbon-1223-45689.mp4', 'vehicle']
['tram-prague-1189-45690.mp4', 'vehicle']
['bus-prague-1215-45695.mp4', 'vehicle']
['tram-lisbon-1200-45697.mp4', 'vehicle']
['tram-milan-1222-45708.mp4', 'vehicle']
['metro-prague-1213-45711.mp4', 'vehicle']
['bus-lisbon-1212-45715.mp4', 'vehicle']
['metro-lyon-1206-45718.mp4', 'vehicle']
['metro-lyon-1181-45719.mp4', 'vehicle']
['tram-lisbon-1200-45720.mp4', 'vehicle']
['metro-lyon-1201-45725.mp4', 'vehicle']
['tram-prague-1189-45733.mp4', 'vehicle']
['metro-prague-1163-45735.mp4', 'vehicle']
['bus-prague-1215-45746.mp4', 'vehicle']
['bus-prague-1194-45747.mp4', 'vehicle']
['bus-milan-1180-45753.mp4', 'vehicle']
['tram-milan-1222-45755.mp4', 'vehicle']
['bus-lisbon-1226-45756.mp4', 'vehicle']
['bus-barcelona-210-6387.mp4', 'vehicle']
['bus-barcelona-210-6388.mp4', 'vehicle']
['bus-barcelona-210-6389.mp4', 'vehicle']
['bus-barcelona-210-6390.mp4', 'vehicle']
['bus-barcelona-210-6391.mp4', 'vehicle']
['bus-barcelona-210-6392.mp4', 'vehicle']
['bus-barcelona-210-6393.mp4', 'vehicle']
['bus-barcelona-210-6394.mp4', 'vehicle']
['bus-barcelona-210-6395.mp4', 'vehicle']
['bus-barcelona-210-6396.mp4', 'vehicle']
['bus-barcelona-210-6397.mp4', 'vehicle']
['bus-barcelona-210-6398.mp4', 'vehicle']
['bus-barcelona-210-6399.mp4', 'vehicle']
['bus-barcelona-210-6400.mp4', 'vehicle']
['bus-barcelona-210-6401.mp4', 'vehicle']
['bus-barcelona-210-6402.mp4', 'vehicle']
['bus-barcelona-210-6403.mp4', 'vehicle']
['bus-barcelona-210-6404.mp4', 'vehicle']
['bus-barcelona-210-6405.mp4', 'vehicle']
['bus-barcelona-210-6406.mp4', 'vehicle']
['bus-barcelona-210-6407.mp4', 'vehicle']
['bus-barcelona-210-6408.mp4', 'vehicle']
['bus-barcelona-210-6409.mp4', 'vehicle']
['bus-barcelona-210-6410.mp4', 'vehicle']
['bus-barcelona-210-6411.mp4', 'vehicle']
['bus-barcelona-210-6412.mp4', 'vehicle']
['bus-barcelona-210-6413.mp4', 'vehicle']
['bus-barcelona-210-6414.mp4', 'vehicle']
['bus-barcelona-210-6415.mp4', 'vehicle']
['bus-barcelona-210-6416.mp4', 'vehicle']
['bus-barcelona-210-6417.mp4', 'vehicle']
['bus-barcelona-210-6418.mp4', 'vehicle']
['bus-barcelona-210-6419.mp4', 'vehicle']
['bus-barcelona-210-6420.mp4', 'vehicle']
['bus-barcelona-210-6421.mp4', 'vehicle']
['bus-barcelona-210-6422.mp4', 'vehicle']
['bus-helsinki-211-6424.mp4', 'vehicle']
['bus-helsinki-211-6425.mp4', 'vehicle']
['bus-helsinki-211-6426.mp4', 'vehicle']
['bus-helsinki-211-6427.mp4', 'vehicle']
['bus-helsinki-211-6428.mp4', 'vehicle']
['bus-helsinki-211-6429.mp4', 'vehicle']
['bus-helsinki-211-6430.mp4', 'vehicle']
['bus-helsinki-211-6431.mp4', 'vehicle']
['bus-helsinki-211-6433.mp4', 'vehicle']
['bus-helsinki-211-6434.mp4', 'vehicle']
['bus-helsinki-211-6435.mp4', 'vehicle']
['bus-helsinki-211-6436.mp4', 'vehicle']
['bus-helsinki-211-6437.mp4', 'vehicle']
['bus-helsinki-211-6438.mp4', 'vehicle']
['bus-helsinki-211-6439.mp4', 'vehicle']
['bus-helsinki-211-6440.mp4', 'vehicle']
['bus-helsinki-211-6442.mp4', 'vehicle']
['bus-helsinki-211-6443.mp4', 'vehicle']
['bus-helsinki-211-6444.mp4', 'vehicle']
['bus-helsinki-211-6445.mp4', 'vehicle']
['bus-helsinki-211-6448.mp4', 'vehicle']
['bus-helsinki-211-6449.mp4', 'vehicle']
['bus-helsinki-211-6450.mp4', 'vehicle']
['bus-helsinki-211-6452.mp4', 'vehicle']
['bus-helsinki-211-6453.mp4', 'vehicle']
['bus-helsinki-211-6454.mp4', 'vehicle']
['bus-helsinki-211-6455.mp4', 'vehicle']
['bus-helsinki-211-6457.mp4', 'vehicle']
['bus-helsinki-211-6458.mp4', 'vehicle']
['bus-helsinki-211-6459.mp4', 'vehicle']
['bus-helsinki-211-6460.mp4', 'vehicle']
['bus-helsinki-211-6461.mp4', 'vehicle']
['bus-helsinki-211-6464.mp4', 'vehicle']
['bus-helsinki-211-6465.mp4', 'vehicle']
['bus-helsinki-211-6466.mp4', 'vehicle']
['bus-stockholm-217-6545.mp4', 'vehicle']
['bus-stockholm-217-6546.mp4', 'vehicle']
['bus-stockholm-217-6547.mp4', 'vehicle']
['bus-stockholm-217-6548.mp4', 'vehicle']
['bus-stockholm-217-6549.mp4', 'vehicle']
['bus-stockholm-217-6550.mp4', 'vehicle']
['bus-stockholm-217-6551.mp4', 'vehicle']
['bus-stockholm-217-6552.mp4', 'vehicle']
['bus-stockholm-217-6553.mp4', 'vehicle']
['bus-stockholm-217-6554.mp4', 'vehicle']
['bus-stockholm-217-6555.mp4', 'vehicle']
['bus-stockholm-217-6556.mp4', 'vehicle']
['bus-stockholm-217-6557.mp4', 'vehicle']
['bus-stockholm-217-6558.mp4', 'vehicle']
['bus-stockholm-217-6559.mp4', 'vehicle']
['bus-stockholm-217-6560.mp4', 'vehicle']
['bus-stockholm-217-6561.mp4', 'vehicle']
['bus-stockholm-217-6562.mp4', 'vehicle']
['bus-stockholm-217-6563.mp4', 'vehicle']
['bus-stockholm-217-6564.mp4', 'vehicle']
['bus-stockholm-217-6565.mp4', 'vehicle']
['bus-stockholm-217-6566.mp4', 'vehicle']
['bus-stockholm-217-6567.mp4', 'vehicle']
['bus-stockholm-217-6568.mp4', 'vehicle']
['bus-stockholm-218-6569.mp4', 'vehicle']
['bus-stockholm-218-6570.mp4', 'vehicle']
['bus-stockholm-218-6571.mp4', 'vehicle']
['bus-stockholm-218-6572.mp4', 'vehicle']
['bus-stockholm-218-6573.mp4', 'vehicle']
['bus-stockholm-218-6574.mp4', 'vehicle']
['bus-stockholm-218-6575.mp4', 'vehicle']
['bus-stockholm-218-6576.mp4', 'vehicle']
['bus-stockholm-218-6577.mp4', 'vehicle']
['bus-stockholm-218-6578.mp4', 'vehicle']
['bus-stockholm-218-6579.mp4', 'vehicle']
['bus-stockholm-218-6580.mp4', 'vehicle']
['bus-stockholm-218-6581.mp4', 'vehicle']
['bus-stockholm-218-6582.mp4', 'vehicle']
['bus-stockholm-218-6583.mp4', 'vehicle']
['bus-stockholm-218-6584.mp4', 'vehicle']
['bus-stockholm-218-6585.mp4', 'vehicle']
['bus-stockholm-218-6586.mp4', 'vehicle']
['bus-stockholm-218-6587.mp4', 'vehicle']
['bus-stockholm-218-6588.mp4', 'vehicle']
['bus-stockholm-218-6589.mp4', 'vehicle']
['bus-stockholm-218-6590.mp4', 'vehicle']
['bus-stockholm-218-6591.mp4', 'vehicle']
['bus-stockholm-218-6592.mp4', 'vehicle']
['bus-vienna-219-6593.mp4', 'vehicle']
['bus-vienna-219-6594.mp4', 'vehicle']
['bus-vienna-219-6595.mp4', 'vehicle']
['bus-vienna-219-6596.mp4', 'vehicle']
['bus-vienna-219-6597.mp4', 'vehicle']
['bus-vienna-219-6598.mp4', 'vehicle']
['bus-vienna-219-6599.mp4', 'vehicle']
['bus-vienna-219-6600.mp4', 'vehicle']
['bus-vienna-219-6601.mp4', 'vehicle']
['bus-vienna-219-6602.mp4', 'vehicle']
['bus-vienna-219-6603.mp4', 'vehicle']
['bus-vienna-219-6604.mp4', 'vehicle']
['bus-vienna-219-6605.mp4', 'vehicle']
['bus-vienna-219-6606.mp4', 'vehicle']
['bus-vienna-219-6607.mp4', 'vehicle']
['bus-vienna-219-6608.mp4', 'vehicle']
['bus-vienna-219-6609.mp4', 'vehicle']
['bus-vienna-219-6610.mp4', 'vehicle']
['bus-vienna-219-6611.mp4', 'vehicle']
['bus-vienna-219-6612.mp4', 'vehicle']
['bus-vienna-219-6613.mp4', 'vehicle']
['bus-vienna-219-6614.mp4', 'vehicle']
['bus-vienna-219-6615.mp4', 'vehicle']
['bus-vienna-219-6616.mp4', 'vehicle']
['bus-vienna-219-6617.mp4', 'vehicle']
['bus-vienna-219-6618.mp4', 'vehicle']
['bus-vienna-219-6619.mp4', 'vehicle']
['bus-vienna-219-6620.mp4', 'vehicle']
['bus-vienna-219-6621.mp4', 'vehicle']
['bus-vienna-219-6622.mp4', 'vehicle']
['bus-vienna-219-6623.mp4', 'vehicle']
['bus-vienna-219-6624.mp4', 'vehicle']
['bus-vienna-219-6625.mp4', 'vehicle']
['bus-vienna-219-6626.mp4', 'vehicle']
['bus-vienna-219-6627.mp4', 'vehicle']
['bus-vienna-219-6628.mp4', 'vehicle']
['metro-barcelona-220-6631.mp4', 'vehicle']
['metro-barcelona-220-6632.mp4', 'vehicle']
['metro-barcelona-220-6633.mp4', 'vehicle']
['metro-barcelona-220-6634.mp4', 'vehicle']
['metro-barcelona-220-6636.mp4', 'vehicle']
['metro-barcelona-220-6638.mp4', 'vehicle']
['metro-barcelona-220-6641.mp4', 'vehicle']
['metro-barcelona-220-6643.mp4', 'vehicle']
['metro-barcelona-220-6646.mp4', 'vehicle']
['metro-barcelona-220-6647.mp4', 'vehicle']
['metro-barcelona-220-6648.mp4', 'vehicle']
['metro-barcelona-220-6650.mp4', 'vehicle']
['metro-barcelona-220-6652.mp4', 'vehicle']
['metro-barcelona-220-6653.mp4', 'vehicle']
['metro-barcelona-220-6654.mp4', 'vehicle']
['metro-barcelona-220-6655.mp4', 'vehicle']
['metro-barcelona-220-6656.mp4', 'vehicle']
['metro-barcelona-220-6658.mp4', 'vehicle']
['metro-barcelona-220-6659.mp4', 'vehicle']
['metro-barcelona-220-6662.mp4', 'vehicle']
['metro-barcelona-220-6664.mp4', 'vehicle']
['metro-barcelona-220-6666.mp4', 'vehicle']
['metro-barcelona-220-6668.mp4', 'vehicle']
['metro-barcelona-220-6670.mp4', 'vehicle']
['metro-barcelona-220-6671.mp4', 'vehicle']
['metro-barcelona-220-6673.mp4', 'vehicle']
['metro-barcelona-220-6674.mp4', 'vehicle']
['metro-barcelona-220-6675.mp4', 'vehicle']
['metro-barcelona-220-6677.mp4', 'vehicle']
['metro-barcelona-220-6678.mp4', 'vehicle']
['metro-barcelona-220-6679.mp4', 'vehicle']
['metro-helsinki-221-6682.mp4', 'vehicle']
['metro-helsinki-221-6683.mp4', 'vehicle']
['metro-helsinki-221-6684.mp4', 'vehicle']
['metro-helsinki-221-6685.mp4', 'vehicle']
['metro-helsinki-221-6686.mp4', 'vehicle']
['metro-helsinki-221-6687.mp4', 'vehicle']
['metro-helsinki-221-6688.mp4', 'vehicle']
['metro-helsinki-221-6689.mp4', 'vehicle']
['metro-helsinki-221-6690.mp4', 'vehicle']
['metro-helsinki-221-6691.mp4', 'vehicle']
['metro-helsinki-221-6692.mp4', 'vehicle']
['metro-helsinki-221-6693.mp4', 'vehicle']
['metro-helsinki-221-6694.mp4', 'vehicle']
['metro-helsinki-221-6695.mp4', 'vehicle']
['metro-helsinki-221-6696.mp4', 'vehicle']
['metro-helsinki-221-6697.mp4', 'vehicle']
['metro-helsinki-221-6698.mp4', 'vehicle']
['metro-helsinki-221-6699.mp4', 'vehicle']
['metro-helsinki-222-6700.mp4', 'vehicle']
['metro-helsinki-222-6701.mp4', 'vehicle']
['metro-helsinki-222-6702.mp4', 'vehicle']
['metro-helsinki-222-6703.mp4', 'vehicle']
['metro-helsinki-222-6704.mp4', 'vehicle']
['metro-helsinki-222-6705.mp4', 'vehicle']
