['street_pedestrian-lyon-1162-44921.mp4', 'outdoor']
['street_pedestrian-milan-1205-44377.mp4', 'outdoor']
['tram-prague-1189-45437.mp4', 'vehicle']
['public_square-lisbon-1211-44566.mp4', 'outdoor']
['tram-milan-1209-44183.mp4', 'vehicle']
['park-barcelona-241-7183.mp4', 'outdoor']
['bus-lyon-1186-44689.mp4', 'vehicle']
['street_traffic-lyon-1220-44939.mp4', 'outdoor']
['tram-lyon-1225-45003.mp4', 'vehicle']
['park-lisbon-1198-45215.mp4', 'outdoor']
['tram-milan-1182-44272.mp4', 'vehicle']
['street_pedestrian-lyon-1162-44937.mp4', 'outdoor']
['shopping_mall-lyon-1196-44412.mp4', 'indoor']
['public_square-milan-1168-44532.mp4', 'outdoor']
['metro-lisbon-1224-44955.mp4', 'vehicle']
['shopping_mall-prague-1219-45370.mp4', 'indoor']
['metro-milan-1197-44802.mp4', 'vehicle']
['metro_station-lyon-1179-45611.mp4', 'indoor']
['metro-lisbon-1224-45017.mp4', 'vehicle']
['metro-lyon-1181-45649.mp4', 'vehicle']
['street_pedestrian-milan-1205-44672.mp4', 'outdoor']
['metro-milan-1218-44544.mp4', 'vehicle']
['public_square-milan-1168-45435.mp4', 'outdoor']
['street_pedestrian-lyon-1162-44717.mp4', 'outdoor']
['metro_station-lisbon-1221-45644.mp4', 'indoor']
['airport-prague-1195-45312.mp4', 'indoor']
['street_traffic-lyon-1220-44545.mp4', 'outdoor']
['metro-milan-1197-44929.mp4', 'vehicle']
['public_square-lyon-1208-45446.mp4', 'outdoor']
['tram-lyon-1225-44664.mp4', 'vehicle']
['street_pedestrian-lyon-1162-45745.mp4', 'outdoor']
['bus-milan-1180-44901.mp4', 'vehicle']
['park-lisbon-1198-44667.mp4', 'outdoor']
['street_traffic-milan-1202-44201.mp4', 'outdoor']
['metro_station-lyon-1167-44628.mp4', 'indoor']
['street_traffic-prague-1193-45432.mp4', 'outdoor']
['bus-prague-1207-45493.mp4', 'vehicle']
['street_traffic-lyon-1220-44633.mp4', 'outdoor']
['shopping_mall-milan-1183-44622.mp4', 'indoor']
['park-helsinki-242-7215.mp4', 'outdoor']
['airport-prague-1195-44928.mp4', 'indoor']
['street_traffic-milan-1166-45144.mp4', 'outdoor']
['airport-lisbon-1175-45070.mp4', 'indoor']
['street_traffic-lyon-1220-44294.mp4', 'outdoor']
['airport-lyon-1169-45628.mp4', 'indoor']
['park-lyon-1188-45652.mp4', 'outdoor']
['shopping_mall-milan-1183-45376.mp4', 'indoor']
['street_traffic-milan-1166-45253.mp4', 'outdoor']
['metro-prague-1204-44424.mp4', 'vehicle']
['public_square-prague-1192-44645.mp4', 'outdoor']
['shopping_mall-lyon-1196-44563.mp4', 'indoor']
['park-paris-244-7269.mp4', 'outdoor']
['metro_station-lyon-1179-45727.mp4', 'indoor']
['public_square-lyon-1178-45038.mp4', 'outdoor']
['airport-lisbon-1175-45539.mp4', 'indoor']
['park-london-243-7259.mp4', 'outdoor']
['airport-milan-1172-45165.mp4', 'indoor']
['public_square-lyon-1178-45040.mp4', 'outdoor']
['bus-lisbon-1226-45496.mp4', 'vehicle']
['street_pedestrian-milan-1205-44943.mp4', 'outdoor']
['bus-lisbon-1223-45639.mp4', 'vehicle']
['street_traffic-milan-1166-44580.mp4', 'outdoor']
['shopping_mall-milan-1183-44440.mp4', 'indoor']
['public_square-milan-1168-45440.mp4', 'outdoor']
['metro_station-milan-1187-45323.mp4', 'indoor']
['shopping_mall-milan-1183-44469.mp4', 'indoor']
['park-london-243-7242.mp4', 'outdoor']
['bus-prague-1215-45573.mp4', 'vehicle']
['street_pedestrian-lyon-1162-44971.mp4', 'outdoor']
['street_pedestrian-milan-1165-44255.mp4', 'outdoor']
['tram-prague-1189-45245.mp4', 'vehicle']
['park-prague-1185-44137.mp4', 'outdoor']
['shopping_mall-prague-1219-44594.mp4', 'indoor']
['park-barcelona-241-7174.mp4', 'outdoor']
['tram-prague-1210-44184.mp4', 'vehicle']
['park-lisbon-1198-45254.mp4', 'outdoor']
['shopping_mall-prague-1219-45546.mp4', 'indoor']
['park-prague-1185-45278.mp4', 'outdoor']
['bus-milan-1180-45321.mp4', 'vehicle']
['street_pedestrian-milan-1165-44096.mp4', 'outdoor']
['metro_station-prague-1170-45721.mp4', 'indoor']
['public_square-lisbon-1211-45297.mp4', 'outdoor']
['metro-prague-1163-44202.mp4', 'vehicle']
['park-lisbon-1198-45178.mp4', 'outdoor']
['shopping_mall-milan-1183-44155.mp4', 'indoor']
['public_square-milan-1168-44878.mp4', 'outdoor']
['tram-lisbon-1200-45048.mp4', 'vehicle']
['metro_station-prague-1170-44969.mp4', 'indoor']
['metro-milan-1197-44478.mp4', 'vehicle']
['metro_station-milan-1187-44274.mp4', 'indoor']
['street_pedestrian-prague-1203-44655.mp4', 'outdoor']
['airport-lyon-1169-44314.mp4', 'indoor']
['street_pedestrian-lyon-1162-45671.mp4', 'outdoor']
['metro_station-lyon-1167-45500.mp4', 'indoor']
['street_traffic-milan-1202-45454.mp4', 'outdoor']
['park-milan-1164-45203.mp4', 'outdoor']
['tram-lisbon-1191-45571.mp4', 'vehicle']
['park-barcelona-241-7171.mp4', 'outdoor']
['metro_station-prague-1170-45743.mp4', 'indoor']
['street_traffic-prague-1193-44756.mp4', 'outdoor']
['metro-prague-1213-45179.mp4', 'vehicle']
['park-prague-1185-45395.mp4', 'outdoor']
['shopping_mall-lyon-1196-44886.mp4', 'indoor']
['metro-lisbon-1199-45637.mp4', 'vehicle']
['airport-london-205-6189.mp4', 'indoor']
['metro_station-milan-1187-44635.mp4', 'indoor']
['public_square-milan-1168-45716.mp4', 'outdoor']
['park-prague-1185-44362.mp4', 'outdoor']
['airport-prague-1173-44812.mp4', 'indoor']
['metro-lisbon-1217-44266.mp4', 'vehicle']
['street_pedestrian-milan-1205-44374.mp4', 'outdoor']
['metro-lisbon-1217-45279.mp4', 'vehicle']
['street_traffic-lyon-1220-45086.mp4', 'outdoor']
['shopping_mall-lyon-1196-44143.mp4', 'indoor']
['street_pedestrian-prague-1203-45452.mp4', 'outdoor']
['park-paris-244-7271.mp4', 'outdoor']
['airport-lisbon-1175-44702.mp4', 'indoor']
['street_pedestrian-lisbon-1174-44987.mp4', 'outdoor']
['metro-lyon-1201-44815.mp4', 'vehicle']
['park-lyon-1188-44329.mp4', 'outdoor']
['metro-lisbon-1224-44688.mp4', 'vehicle']
['street_pedestrian-lisbon-1174-44646.mp4', 'outdoor']
['metro_station-lyon-1167-45107.mp4', 'indoor']
['park-paris-244-7288.mp4', 'outdoor']
['tram-lisbon-1200-44280.mp4', 'vehicle']
['bus-milan-1180-44189.mp4', 'vehicle']
['street_traffic-prague-1193-44356.mp4', 'outdoor']
['tram-lyon-1216-44600.mp4', 'vehicle']
['airport-lisbon-1175-44791.mp4', 'indoor']
['bus-milan-1190-44448.mp4', 'vehicle']
['metro_station-milan-1187-44731.mp4', 'indoor']
['metro-milan-1218-44535.mp4', 'vehicle']
['public_square-prague-1214-45484.mp4', 'outdoor']
['public_square-milan-1168-44099.mp4', 'outdoor']
['airport-milan-1172-44925.mp4', 'indoor']
['metro_station-lyon-1167-44107.mp4', 'indoor']
['tram-milan-1182-45488.mp4', 'vehicle']
['metro-lyon-1206-45148.mp4', 'vehicle']
['park-barcelona-241-7169.mp4', 'outdoor']
['tram-prague-1189-45612.mp4', 'vehicle']
['metro_station-prague-1170-45391.mp4', 'indoor']
['tram-lyon-1225-45472.mp4', 'vehicle']
['shopping_mall-lyon-1196-45621.mp4', 'indoor']
['tram-milan-1222-44408.mp4', 'vehicle']
['street_traffic-prague-1193-45589.mp4', 'outdoor']
['airport-lyon-1169-45129.mp4', 'indoor']
['street_traffic-lisbon-1171-44308.mp4', 'outdoor']
['bus-milan-1190-44297.mp4', 'vehicle']
['airport-prague-1195-44824.mp4', 'indoor']
['airport-prague-1173-44843.mp4', 'indoor']
['metro-lisbon-1224-45524.mp4', 'vehicle']
['shopping_mall-milan-1183-44405.mp4', 'indoor']
['street_pedestrian-milan-1165-44156.mp4', 'outdoor']
['metro-prague-1163-44292.mp4', 'vehicle']
['park-paris-244-7282.mp4', 'outdoor']
['metro_station-milan-1187-44944.mp4', 'indoor']
['tram-milan-1182-44117.mp4', 'vehicle']
['street_pedestrian-lyon-1162-45230.mp4', 'outdoor']
['bus-milan-1190-45386.mp4', 'vehicle']
['shopping_mall-prague-1219-44839.mp4', 'indoor']
['public_square-prague-1214-44267.mp4', 'outdoor']
['airport-london-205-6203.mp4', 'indoor']
['park-lisbon-1198-44605.mp4', 'outdoor']
['shopping_mall-lyon-1196-45730.mp4', 'indoor']
['street_pedestrian-lisbon-1174-44243.mp4', 'outdoor']
['bus-prague-1207-45092.mp4', 'vehicle']
['airport-prague-1173-45742.mp4', 'indoor']
['tram-lisbon-1200-45502.mp4', 'vehicle']
['street_traffic-prague-1193-44390.mp4', 'outdoor']
['metro-milan-1197-45249.mp4', 'vehicle']
['metro_station-lyon-1167-44098.mp4', 'indoor']
['park-lyon-1188-44985.mp4', 'outdoor']
['metro_station-prague-1170-45587.mp4', 'indoor']
['street_traffic-lyon-1220-44647.mp4', 'outdoor']
['airport-milan-1172-45710.mp4', 'indoor']
['street_traffic-milan-1166-44097.mp4', 'outdoor']
['bus-lyon-1186-45122.mp4', 'vehicle']
['street_traffic-lyon-1220-44880.mp4', 'outdoor']
['shopping_mall-lyon-1196-44587.mp4', 'indoor']
['street_traffic-lyon-1220-44461.mp4', 'outdoor']
['bus-lisbon-1212-45601.mp4', 'vehicle']
['street_traffic-lisbon-1171-45218.mp4', 'outdoor']
['airport-london-205-6178.mp4', 'indoor']
['public_square-lisbon-1211-45717.mp4', 'outdoor']
['shopping_mall-lyon-1196-45693.mp4', 'indoor']
['public_square-prague-1192-44302.mp4', 'outdoor']
['airport-london-205-6212.mp4', 'indoor']
['street_pedestrian-lyon-1162-44194.mp4', 'outdoor']
['metro_station-lisbon-1221-45426.mp4', 'indoor']
['street_pedestrian-lyon-1162-45619.mp4', 'outdoor']
['metro_station-milan-1187-45508.mp4', 'indoor']
['airport-lyon-1169-44387.mp4', 'indoor']
['bus-milan-1180-44625.mp4', 'vehicle']
['metro-lisbon-1199-44394.mp4', 'vehicle']
['street_traffic-lisbon-1171-44417.mp4', 'outdoor']
['park-barcelona-241-7172.mp4', 'outdoor']
['airport-lyon-1169-44434.mp4', 'indoor']
['metro-lyon-1201-45026.mp4', 'vehicle']
['street_pedestrian-lisbon-1174-45688.mp4', 'outdoor']
['bus-lyon-1177-44178.mp4', 'vehicle']
['public_square-prague-1214-45421.mp4', 'outdoor']
['park-lisbon-1198-45301.mp4', 'outdoor']
['metro_station-lisbon-1221-45262.mp4', 'indoor']
['metro_station-milan-1187-45636.mp4', 'indoor']
['street_traffic-milan-1202-44518.mp4', 'outdoor']
['street_pedestrian-prague-1203-45448.mp4', 'outdoor']
['tram-prague-1184-44119.mp4', 'vehicle']
['street_pedestrian-prague-1227-45527.mp4', 'outdoor']
['metro-lisbon-1224-44568.mp4', 'vehicle']
['park-lyon-1188-44984.mp4', 'outdoor']
['metro_station-lyon-1167-45389.mp4', 'indoor']
['street_pedestrian-lisbon-1174-44481.mp4', 'outdoor']
['bus-lyon-1186-45046.mp4', 'vehicle']
['public_square-milan-1168-45001.mp4', 'outdoor']
['airport-lyon-1169-44570.mp4', 'indoor']
['shopping_mall-lyon-1196-44422.mp4', 'indoor']
['park-london-243-7229.mp4', 'outdoor']
['metro_station-prague-1170-44897.mp4', 'indoor']
['public_square-lyon-1178-45274.mp4', 'outdoor']
['shopping_mall-lyon-1196-45110.mp4', 'indoor']
['tram-lyon-1216-44254.mp4', 'vehicle']
['park-london-243-7246.mp4', 'outdoor']
['metro_station-lyon-1179-44167.mp4', 'indoor']
['street_pedestrian-prague-1203-45572.mp4', 'outdoor']
['metro-lyon-1201-44196.mp4', 'vehicle']
['park-london-243-7255.mp4', 'outdoor']
['metro_station-prague-1170-44983.mp4', 'indoor']
['airport-lisbon-1175-44708.mp4', 'indoor']
['street_pedestrian-lisbon-1174-44445.mp4', 'outdoor']
['metro_station-lyon-1179-45147.mp4', 'indoor']
['park-milan-1164-45712.mp4', 'outdoor']
['shopping_mall-milan-1183-45616.mp4', 'indoor']
['tram-lyon-1225-45236.mp4', 'vehicle']
['airport-milan-1172-45738.mp4', 'indoor']
['park-prague-1185-45288.mp4', 'outdoor']
['shopping_mall-prague-1219-45744.mp4', 'indoor']
['street_pedestrian-milan-1205-45246.mp4', 'outdoor']
['park-prague-1185-45174.mp4', 'outdoor']
['airport-lisbon-1175-45340.mp4', 'indoor']
['street_pedestrian-milan-1165-45477.mp4', 'outdoor']
['metro_station-lyon-1167-45665.mp4', 'indoor']
['street_traffic-prague-1193-45237.mp4', 'outdoor']
['airport-milan-1172-44533.mp4', 'indoor']
['street_traffic-milan-1202-45291.mp4', 'outdoor']
['metro_station-lyon-1179-45698.mp4', 'indoor']
['park-lisbon-1198-44892.mp4', 'outdoor']
['tram-lisbon-1200-44347.mp4', 'vehicle']
['park-prague-1185-44221.mp4', 'outdoor']
['airport-prague-1195-45260.mp4', 'indoor']
['park-london-243-7239.mp4', 'outdoor']
['bus-milan-1180-44465.mp4', 'vehicle']
['park-paris-244-7270.mp4', 'outdoor']
['airport-prague-1173-45336.mp4', 'indoor']
['park-milan-1164-45705.mp4', 'outdoor']
['bus-prague-1215-45666.mp4', 'vehicle']
['park-london-243-7226.mp4', 'outdoor']
['airport-milan-1172-44409.mp4', 'indoor']
['park-london-243-7231.mp4', 'outdoor']
['metro_station-prague-1170-44553.mp4', 'indoor']
['public_square-milan-1168-44954.mp4', 'outdoor']
['tram-prague-1189-44720.mp4', 'vehicle']
['street_traffic-prague-1193-45369.mp4', 'outdoor']
['bus-milan-1180-44396.mp4', 'vehicle']
['street_traffic-prague-1193-44470.mp4', 'outdoor']
['tram-prague-1189-45367.mp4', 'vehicle']
['park-milan-1164-44095.mp4', 'outdoor']
['shopping_mall-prague-1219-44588.mp4', 'indoor']
['park-prague-1185-45377.mp4', 'outdoor']
['shopping_mall-lisbon-1176-45680.mp4', 'indoor']
['park-helsinki-242-7194.mp4', 'outdoor']
['tram-lisbon-1191-44722.mp4', 'vehicle']
['park-helsinki-242-7224.mp4', 'outdoor']
['metro-milan-1197-45364.mp4', 'vehicle']
['street_pedestrian-prague-1227-44793.mp4', 'outdoor']
['bus-lyon-1186-45264.mp4', 'vehicle']
['public_square-prague-1192-45558.mp4', 'outdoor']
['metro_station-prague-1170-44909.mp4', 'indoor']
['park-lyon-1188-45227.mp4', 'outdoor']
['bus-prague-1207-44572.mp4', 'vehicle']
['street_pedestrian-prague-1203-45268.mp4', 'outdoor']
['bus-lisbon-1212-44271.mp4', 'vehicle']
['public_square-lyon-1208-44781.mp4', 'outdoor']
['shopping_mall-prague-1219-44678.mp4', 'indoor']
['street_pedestrian-lyon-1162-44093.mp4', 'outdoor']
['metro_station-lisbon-1221-45250.mp4', 'indoor']
['park-lisbon-1198-45004.mp4', 'outdoor']
['bus-prague-1194-44538.mp4', 'vehicle']
['street_pedestrian-lyon-1162-44707.mp4', 'outdoor']
['tram-lyon-1216-44380.mp4', 'vehicle']
['street_pedestrian-prague-1203-44208.mp4', 'outdoor']
['metro_station-prague-1170-44318.mp4', 'indoor']
['park-helsinki-242-7205.mp4', 'outdoor']
['bus-prague-1207-44964.mp4', 'vehicle']
['street_traffic-milan-1202-44584.mp4', 'outdoor']
['metro-lyon-1206-44814.mp4', 'vehicle']
['street_traffic-prague-1193-44163.mp4', 'outdoor']
['metro_station-milan-1187-44239.mp4', 'indoor']
['street_pedestrian-prague-1203-44804.mp4', 'outdoor']
['shopping_mall-lisbon-1176-44829.mp4', 'indoor']
['public_square-lyon-1178-44193.mp4', 'outdoor']
['metro-lisbon-1224-44776.mp4', 'vehicle']
['park-lisbon-1198-45610.mp4', 'outdoor']
['tram-lyon-1225-45006.mp4', 'vehicle']
['street_pedestrian-prague-1227-45344.mp4', 'outdoor']
['tram-lyon-1225-44737.mp4', 'vehicle']
['park-helsinki-242-7219.mp4', 'outdoor']
['airport-lyon-1169-45068.mp4', 'indoor']
['park-london-243-7261.mp4', 'outdoor']
['tram-lyon-1225-44550.mp4', 'vehicle']
['street_pedestrian-prague-1203-45682.mp4', 'outdoor']
['metro-lisbon-1217-44324.mp4', 'vehicle']
['public_square-lisbon-1211-45618.mp4', 'outdoor']
['metro-lisbon-1199-44150.mp4', 'vehicle']
['park-paris-244-7289.mp4', 'outdoor']
['airport-milan-1172-45225.mp4', 'indoor']
['park-helsinki-242-7199.mp4', 'outdoor']
['metro_station-lyon-1167-45272.mp4', 'indoor']
['street_pedestrian-prague-1203-45186.mp4', 'outdoor']
['airport-lisbon-1175-44186.mp4', 'indoor']
['public_square-prague-1192-44200.mp4', 'outdoor']
['metro-lyon-1206-44364.mp4', 'vehicle']
['street_pedestrian-milan-1205-44709.mp4', 'outdoor']
['airport-milan-1172-44205.mp4', 'indoor']
['public_square-lyon-1208-44382.mp4', 'outdoor']
['bus-milan-1180-44610.mp4', 'vehicle']
['park-helsinki-242-7208.mp4', 'outdoor']
['tram-lyon-1216-44990.mp4', 'vehicle']
['street_pedestrian-milan-1165-45678.mp4', 'outdoor']
['airport-lyon-1169-44782.mp4', 'indoor']
['public_square-prague-1192-45462.mp4', 'outdoor']
['bus-lyon-1186-44122.mp4', 'vehicle']
['street_pedestrian-prague-1203-44549.mp4', 'outdoor']
['metro-prague-1213-44982.mp4', 'vehicle']
['park-paris-244-7279.mp4', 'outdoor']
['shopping_mall-prague-1219-45410.mp4', 'indoor']
['street_traffic-prague-1193-45606.mp4', 'outdoor']
['metro_station-milan-1187-44677.mp4', 'indoor']
['public_square-milan-1168-45167.mp4', 'outdoor']
['airport-london-205-6214.mp4', 'indoor']
['park-helsinki-242-7191.mp4', 'outdoor']
['tram-lyon-1225-45021.mp4', 'vehicle']
['park-london-243-7257.mp4', 'outdoor']
['metro-milan-1218-45027.mp4', 'vehicle']
['shopping_mall-prague-1219-45622.mp4', 'indoor']
['metro-milan-1197-44452.mp4', 'vehicle']
['park-helsinki-242-7190.mp4', 'outdoor']
['metro-lisbon-1199-45634.mp4', 'vehicle']
['bus-lisbon-1223-44393.mp4', 'vehicle']
['metro_station-milan-1187-44956.mp4', 'indoor']
['tram-milan-1222-45536.mp4', 'vehicle']
['metro_station-lyon-1167-45525.mp4', 'indoor']
['bus-milan-1190-44543.mp4', 'vehicle']
['metro_station-lisbon-1221-45103.mp4', 'indoor']
['public_square-lyon-1208-44211.mp4', 'outdoor']
['airport-lisbon-1175-45593.mp4', 'indoor']
['park-barcelona-241-7165.mp4', 'outdoor']
['tram-milan-1182-44204.mp4', 'vehicle']
['park-paris-244-7293.mp4', 'outdoor']
['airport-lyon-1169-45519.mp4', 'indoor']
['public_square-milan-1168-44727.mp4', 'outdoor']
['shopping_mall-lisbon-1176-45740.mp4', 'indoor']
['metro-lyon-1206-44713.mp4', 'vehicle']
['shopping_mall-milan-1183-44741.mp4', 'indoor']
['park-milan-1164-44312.mp4', 'outdoor']
['metro_station-milan-1187-44123.mp4', 'indoor']
['public_square-prague-1214-45700.mp4', 'outdoor']
['bus-prague-1194-45091.mp4', 'vehicle']
['metro_station-prague-1170-45482.mp4', 'indoor']
['tram-milan-1222-44558.mp4', 'vehicle']
['park-barcelona-241-7181.mp4', 'outdoor']
['shopping_mall-milan-1183-44153.mp4', 'indoor']
['metro-prague-1163-44340.mp4', 'vehicle']
['metro_station-prague-1170-45163.mp4', 'indoor']
['metro-lisbon-1199-45418.mp4', 'vehicle']
['street_traffic-lisbon-1171-44278.mp4', 'outdoor']
['park-barcelona-241-7164.mp4', 'outdoor']
['airport-lisbon-1175-45585.mp4', 'indoor']
['tram-lyon-1216-44562.mp4', 'vehicle']
['park-lisbon-1198-44147.mp4', 'outdoor']
['street_traffic-prague-1193-44410.mp4', 'outdoor']
['airport-milan-1172-44103.mp4', 'indoor']
['street_pedestrian-lyon-1162-44599.mp4', 'outdoor']
['bus-lisbon-1212-44406.mp4', 'vehicle']
['street_traffic-milan-1166-44772.mp4', 'outdoor']
['tram-lyon-1225-45456.mp4', 'vehicle']
['street_pedestrian-lisbon-1174-45459.mp4', 'outdoor']
['tram-lyon-1216-45629.mp4', 'vehicle']
['public_square-prague-1192-44436.mp4', 'outdoor']
['metro-lyon-1201-44530.mp4', 'vehicle']
['park-barcelona-241-7182.mp4', 'outdoor']
['tram-milan-1182-44596.mp4', 'vehicle']
['park-london-243-7227.mp4', 'outdoor']
['metro-milan-1197-44875.mp4', 'vehicle']
['airport-london-205-6195.mp4', 'indoor']
['bus-milan-1180-45318.mp4', 'vehicle']
['metro_station-lisbon-1221-44963.mp4', 'indoor']
['metro-milan-1197-44975.mp4', 'vehicle']
['shopping_mall-lyon-1196-45150.mp4', 'indoor']
['street_traffic-lisbon-1171-44102.mp4', 'outdoor']
['shopping_mall-lisbon-1176-44108.mp4', 'indoor']
['metro-prague-1204-45660.mp4', 'vehicle']
['airport-lyon-1169-44351.mp4', 'indoor']
['park-lisbon-1198-45259.mp4', 'outdoor']
['public_square-milan-1168-44216.mp4', 'outdoor']
['metro_station-milan-1187-44792.mp4', 'indoor']
['street_pedestrian-lisbon-1174-45739.mp4', 'outdoor']
['bus-prague-1207-45333.mp4', 'vehicle']
['street_traffic-lisbon-1171-44729.mp4', 'outdoor']
['metro_station-milan-1187-45600.mp4', 'indoor']
['public_square-lyon-1208-45668.mp4', 'outdoor']
['airport-lyon-1169-44497.mp4', 'indoor']
['metro-lyon-1206-44953.mp4', 'vehicle']
['street_traffic-milan-1202-45183.mp4', 'outdoor']
['street_traffic-lyon-1220-44332.mp4', 'outdoor']
['metro_station-lyon-1179-44157.mp4', 'indoor']
['public_square-prague-1192-45289.mp4', 'outdoor']
['metro_station-lisbon-1221-45759.mp4', 'indoor']
['metro-prague-1163-45008.mp4', 'vehicle']
['street_traffic-prague-1193-44766.mp4', 'outdoor']
['metro-lyon-1181-44564.mp4', 'vehicle']
['park-lyon-1188-44161.mp4', 'outdoor']
['bus-milan-1180-44684.mp4', 'vehicle']
['metro_station-milan-1187-45304.mp4', 'indoor']
['public_square-lyon-1208-44856.mp4', 'outdoor']
['metro-prague-1204-44777.mp4', 'vehicle']
['street_pedestrian-prague-1203-44501.mp4', 'outdoor']
['airport-milan-1172-44887.mp4', 'indoor']
['street_pedestrian-lyon-1162-44579.mp4', 'outdoor']
['metro_station-lisbon-1221-44577.mp4', 'indoor']
['park-barcelona-241-7166.mp4', 'outdoor']
['airport-london-205-6197.mp4', 'indoor']
['park-paris-244-7268.mp4', 'outdoor']
['shopping_mall-lyon-1196-44957.mp4', 'indoor']
['street_traffic-lyon-1220-44381.mp4', 'outdoor']
['tram-milan-1182-44927.mp4', 'vehicle']
['tram-lyon-1216-44986.mp4', 'vehicle']
['shopping_mall-lyon-1196-45439.mp4', 'indoor']
['shopping_mall-milan-1183-44976.mp4', 'indoor']
['bus-milan-1180-44419.mp4', 'vehicle']
['airport-lyon-1169-44330.mp4', 'indoor']
['public_square-prague-1192-45104.mp4', 'outdoor']
['metro_station-prague-1170-44219.mp4', 'indoor']
['public_square-prague-1192-44657.mp4', 'outdoor']
['metro_station-lisbon-1221-45620.mp4', 'indoor']
['public_square-lisbon-1211-44389.mp4', 'outdoor']
['street_pedestrian-lyon-1162-44468.mp4', 'outdoor']
['airport-prague-1173-45640.mp4', 'indoor']
['bus-prague-1215-44640.mp4', 'vehicle']
['shopping_mall-lyon-1196-45517.mp4', 'indoor']
['bus-lisbon-1226-45078.mp4', 'vehicle']
['public_square-milan-1168-45212.mp4', 'outdoor']
['metro-lisbon-1199-44865.mp4', 'vehicle']
['airport-prague-1195-44333.mp4', 'indoor']
['street_traffic-lisbon-1171-45347.mp4', 'outdoor']
['shopping_mall-milan-1183-45466.mp4', 'indoor']
['metro_station-lisbon-1221-44416.mp4', 'indoor']
['street_pedestrian-lisbon-1174-44556.mp4', 'outdoor']
['metro_station-lyon-1179-44173.mp4', 'indoor']
['park-helsinki-242-7221.mp4', 'outdoor']
['metro_station-lyon-1179-45257.mp4', 'indoor']
['public_square-lyon-1178-44495.mp4', 'outdoor']
['public_square-lisbon-1211-44515.mp4', 'outdoor']
['airport-lisbon-1175-44813.mp4', 'indoor']
['street_traffic-lyon-1220-44350.mp4', 'outdoor']
['airport-lisbon-1175-44916.mp4', 'indoor']
['public_square-prague-1192-45658.mp4', 'outdoor']
['metro_station-lyon-1179-44293.mp4', 'indoor']
['street_pedestrian-lyon-1162-45371.mp4', 'outdoor']
['tram-prague-1210-44236.mp4', 'vehicle']
['park-barcelona-241-7158.mp4', 'outdoor']
['tram-lisbon-1191-44372.mp4', 'vehicle']
['street_traffic-prague-1193-45346.mp4', 'outdoor']
['airport-london-205-6186.mp4', 'indoor']
['public_square-lyon-1208-44832.mp4', 'outdoor']
['bus-prague-1207-44175.mp4', 'vehicle']
['shopping_mall-milan-1183-45453.mp4', 'indoor']
['metro-lyon-1181-45112.mp4', 'vehicle']
['shopping_mall-milan-1183-45460.mp4', 'indoor']
['park-prague-1185-44706.mp4', 'outdoor']
['park-milan-1164-44238.mp4', 'outdoor']
['shopping_mall-milan-1183-44950.mp4', 'indoor']
['street_pedestrian-prague-1227-45094.mp4', 'outdoor']
['shopping_mall-lyon-1196-45205.mp4', 'indoor']
['street_pedestrian-prague-1203-45434.mp4', 'outdoor']
['bus-lyon-1186-45670.mp4', 'vehicle']
['park-helsinki-242-7225.mp4', 'outdoor']
['shopping_mall-milan-1183-45461.mp4', 'indoor']
['public_square-lisbon-1211-44988.mp4', 'outdoor']
['airport-london-205-6216.mp4', 'indoor']
['street_traffic-prague-1193-44392.mp4', 'outdoor']
['tram-prague-1210-44851.mp4', 'vehicle']
['metro-lyon-1181-44331.mp4', 'vehicle']
['park-milan-1164-44861.mp4', 'outdoor']
['bus-lyon-1186-45007.mp4', 'vehicle']
['airport-milan-1172-45327.mp4', 'indoor']
['shopping_mall-prague-1219-45375.mp4', 'indoor']
['bus-lisbon-1223-45220.mp4', 'vehicle']
['street_pedestrian-lyon-1162-44621.mp4', 'outdoor']
['bus-lisbon-1223-44593.mp4', 'vehicle']
['public_square-lyon-1178-45121.mp4', 'outdoor']
['bus-lyon-1177-44753.mp4', 'vehicle']
['street_traffic-prague-1193-45586.mp4', 'outdoor']
['airport-lisbon-1175-45127.mp4', 'indoor']
['shopping_mall-lisbon-1176-45042.mp4', 'indoor']
['bus-lisbon-1226-45085.mp4', 'vehicle']
['tram-milan-1182-45217.mp4', 'vehicle']
['street_traffic-milan-1166-44809.mp4', 'outdoor']
['public_square-lyon-1208-44763.mp4', 'outdoor']
['metro_station-milan-1187-44931.mp4', 'indoor']
['park-london-243-7254.mp4', 'outdoor']
['shopping_mall-lisbon-1176-44890.mp4', 'indoor']
['street_traffic-lyon-1220-44519.mp4', 'outdoor']
['airport-lyon-1169-44738.mp4', 'indoor']
['street_pedestrian-lisbon-1174-44665.mp4', 'outdoor']
['bus-milan-1190-45552.mp4', 'vehicle']
['street_traffic-lisbon-1171-44176.mp4', 'outdoor']
['airport-lisbon-1175-45350.mp4', 'indoor']
['public_square-milan-1168-44989.mp4', 'outdoor']
['airport-lyon-1169-44363.mp4', 'indoor']
['park-london-243-7248.mp4', 'outdoor']
['tram-lisbon-1191-45661.mp4', 'vehicle']
['street_traffic-milan-1166-44421.mp4', 'outdoor']
['tram-lisbon-1191-44398.mp4', 'vehicle']
['park-milan-1164-45208.mp4', 'outdoor']
['metro_station-milan-1187-45252.mp4', 'indoor']
['public_square-lyon-1178-45149.mp4', 'outdoor']
['shopping_mall-lisbon-1176-44342.mp4', 'indoor']
