['street_traffic-prague-1193-44261.mp4', 'street_traffic']
['street_pedestrian-lisbon-1174-44365.mp4', 'street_pedestrian']
['bus-milan-1190-44598.mp4', 'bus']
['street_traffic-milan-1202-44160.mp4', 'street_traffic']
['street_pedestrian-milan-1165-45285.mp4', 'street_pedestrian']
['metro-milan-1218-45033.mp4', 'metro']
['shopping_mall-lisbon-1176-44480.mp4', 'shopping_mall']
['metro_station-milan-1187-44328.mp4', 'metro_station']
['street_pedestrian-milan-1205-45276.mp4', 'street_pedestrian']
['airport-lisbon-1175-45451.mp4', 'airport']
['tram-milan-1182-44927.mp4', 'tram']
['street_pedestrian-prague-1203-45448.mp4', 'street_pedestrian']
['tram-lisbon-1191-45384.mp4', 'tram']
['shopping_mall-lisbon-1176-44357.mp4', 'shopping_mall']
['metro_station-prague-1170-44262.mp4', 'metro_station']
['street_pedestrian-barcelona-260-7899.mp4', 'street_pedestrian']
['bus-lisbon-1223-44393.mp4', 'bus']
['bus-prague-1194-45295.mp4', 'bus']
['shopping_mall-lisbon-1176-44166.mp4', 'shopping_mall']
['metro_station-lyon-1179-45570.mp4', 'metro_station']
['street_pedestrian-lisbon-1174-45124.mp4', 'street_pedestrian']
['street_traffic-lisbon-1171-44308.mp4', 'street_traffic']
['bus-milan-1180-44471.mp4', 'bus']
['public_square-prague-1192-45289.mp4', 'public_square']
['shopping_mall-lyon-1196-44886.mp4', 'shopping_mall']
['tram-milan-1222-45428.mp4', 'tram']
['bus-prague-1194-45060.mp4', 'bus']
['metro-lyon-1181-45575.mp4', 'metro']
['public_square-lisbon-1211-44694.mp4', 'public_square']
['street_pedestrian-lyon-1162-45545.mp4', 'street_pedestrian']
['airport-lyon-1169-44351.mp4', 'airport']
['street_pedestrian-prague-1227-45757.mp4', 'street_pedestrian']
['street_traffic-lisbon-1171-45694.mp4', 'street_traffic']
['park-prague-1185-45050.mp4', 'park']
['street_pedestrian-milan-1165-44591.mp4', 'street_pedestrian']
['park-helsinki-242-7195.mp4', 'park']
['tram-lyon-1225-44664.mp4', 'tram']
['street_traffic-milan-1202-44505.mp4', 'street_traffic']
['airport-lyon-1169-44433.mp4', 'airport']
['metro-prague-1163-45310.mp4', 'metro']
['bus-prague-1215-44220.mp4', 'bus']
['metro-lisbon-1217-44324.mp4', 'metro']
['bus-lisbon-1212-44463.mp4', 'bus']
['tram-lisbon-1191-45036.mp4', 'tram']
['bus-lisbon-1212-44414.mp4', 'bus']
['tram-milan-1222-45054.mp4', 'tram']
['metro-barcelona-220-6634.mp4', 'metro']
['metro-prague-1204-44873.mp4', 'metro']
['park-barcelona-241-7153.mp4', 'park']
['public_square-barcelona-248-7392.mp4', 'public_square']
['shopping_mall-barcelona-254-7623.mp4', 'shopping_mall']
['metro-milan-1197-44975.mp4', 'metro']
['airport-prague-1173-44938.mp4', 'airport']
['airport-lyon-1169-45263.mp4', 'airport']
['street_traffic-milan-1166-45253.mp4', 'street_traffic']
['public_square-milan-1168-44573.mp4', 'public_square']
['park-barcelona-241-7163.mp4', 'park']
['tram-lyon-1225-45564.mp4', 'tram']
['airport-milan-1172-45190.mp4', 'airport']
['airport-milan-1172-45420.mp4', 'airport']
['park-lyon-1188-45652.mp4', 'park']
['public_square-lyon-1208-45562.mp4', 'public_square']
['airport-prague-1195-45260.mp4', 'airport']
['street_pedestrian-lyon-1162-45371.mp4', 'street_pedestrian']
['tram-prague-1189-45367.mp4', 'tram']
['street_traffic-lisbon-1171-44432.mp4', 'street_traffic']
['tram-lisbon-1200-44152.mp4', 'tram']
['public_square-milan-1168-45440.mp4', 'public_square']
['metro_station-lyon-1167-44107.mp4', 'metro_station']
['shopping_mall-lisbon-1176-45292.mp4', 'shopping_mall']
['bus-lisbon-1212-44531.mp4', 'bus']
['street_pedestrian-lisbon-1174-45084.mp4', 'street_pedestrian']
['shopping_mall-lisbon-1176-44108.mp4', 'shopping_mall']
['shopping_mall-milan-1183-44962.mp4', 'shopping_mall']
['airport-lisbon-1175-45126.mp4', 'airport']
['metro-lyon-1181-44494.mp4', 'metro']
['park-barcelona-241-7169.mp4', 'park']
['tram-lisbon-1191-44557.mp4', 'tram']
['airport-lisbon-1175-45450.mp4', 'airport']
['tram-milan-1222-44408.mp4', 'tram']
['airport-milan-1172-44215.mp4', 'airport']
['street_traffic-barcelona-268-8160.mp4', 'street_traffic']
['public_square-lyon-1178-44232.mp4', 'public_square']
['street_traffic-helsinki-269-8175.mp4', 'street_traffic']
['metro-lyon-1201-45166.mp4', 'metro']
['metro-lyon-1201-44608.mp4', 'metro']
['metro_station-lyon-1179-44173.mp4', 'metro_station']
['shopping_mall-milan-1183-44976.mp4', 'shopping_mall']
['street_pedestrian-lyon-1162-44468.mp4', 'street_pedestrian']
['airport-lyon-1169-45588.mp4', 'airport']
['street_traffic-lyon-1220-44735.mp4', 'street_traffic']
['park-milan-1164-44714.mp4', 'park']
['public_square-milan-1168-45001.mp4', 'public_square']
['metro-lyon-1201-44815.mp4', 'metro']
['metro_station-prague-1170-45530.mp4', 'metro_station']
['park-prague-1185-44783.mp4', 'park']
['street_traffic-helsinki-269-8176.mp4', 'street_traffic']
['park-barcelona-241-7150.mp4', 'park']
['metro-lyon-1181-45719.mp4', 'metro']
['airport-milan-1172-44661.mp4', 'airport']
['metro-lisbon-1217-45062.mp4', 'metro']
['airport-milan-1172-44819.mp4', 'airport']
['metro-prague-1163-44340.mp4', 'metro']
['metro_station-lyon-1179-44167.mp4', 'metro_station']
['public_square-prague-1214-44770.mp4', 'public_square']
['street_pedestrian-lisbon-1174-45664.mp4', 'street_pedestrian']
['metro_station-barcelona-229-6895.mp4', 'metro_station']
['bus-lisbon-1226-45085.mp4', 'bus']
['metro-prague-1204-44240.mp4', 'metro']
['public_square-lisbon-1211-45056.mp4', 'public_square']
['tram-lyon-1216-44990.mp4', 'tram']
['public_square-lisbon-1211-44820.mp4', 'public_square']
['street_traffic-barcelona-268-8134.mp4', 'street_traffic']
['metro_station-lisbon-1221-45644.mp4', 'metro_station']
['park-prague-1185-44899.mp4', 'park']
['tram-milan-1182-44403.mp4', 'tram']
['street_traffic-barcelona-268-8162.mp4', 'street_traffic']
['public_square-prague-1214-45277.mp4', 'public_square']
['shopping_mall-milan-1183-45460.mp4', 'shopping_mall']
['tram-lisbon-1200-44347.mp4', 'tram']
['metro_station-milan-1187-45076.mp4', 'metro_station']
['street_pedestrian-lisbon-1174-44445.mp4', 'street_pedestrian']
['metro_station-prague-1170-44911.mp4', 'metro_station']
['bus-milan-1180-44901.mp4', 'bus']
['shopping_mall-barcelona-254-7631.mp4', 'shopping_mall']
['shopping_mall-lisbon-1176-44876.mp4', 'shopping_mall']
['metro-lyon-1181-44168.mp4', 'metro']
['public_square-lyon-1178-45038.mp4', 'public_square']
['street_pedestrian-milan-1165-44805.mp4', 'street_pedestrian']
['park-lisbon-1198-45004.mp4', 'park']
['bus-prague-1194-44136.mp4', 'bus']
['street_pedestrian-milan-1165-45638.mp4', 'street_pedestrian']
['street_traffic-lisbon-1171-44942.mp4', 'street_traffic']
['metro-lyon-1201-44934.mp4', 'metro']
['bus-milan-1180-44610.mp4', 'bus']
['public_square-lisbon-1211-44898.mp4', 'public_square']
['tram-lisbon-1191-45478.mp4', 'tram']
['shopping_mall-barcelona-254-7607.mp4', 'shopping_mall']
['public_square-prague-1192-44200.mp4', 'public_square']
['street_pedestrian-prague-1203-45187.mp4', 'street_pedestrian']
['street_traffic-prague-1193-45533.mp4', 'street_traffic']
['public_square-lisbon-1211-44190.mp4', 'public_square']
['airport-lyon-1169-44100.mp4', 'airport']
['park-lisbon-1198-44423.mp4', 'park']
['tram-lyon-1225-44746.mp4', 'tram']
['street_pedestrian-prague-1227-45344.mp4', 'street_pedestrian']
['airport-prague-1173-44997.mp4', 'airport']
['street_traffic-lyon-1220-44527.mp4', 'street_traffic']
['metro-prague-1213-45074.mp4', 'metro']
['metro-lyon-1201-44858.mp4', 'metro']
['street_traffic-barcelona-268-8150.mp4', 'street_traffic']
['street_pedestrian-prague-1227-45356.mp4', 'street_pedestrian']
['bus-prague-1194-44582.mp4', 'bus']
['shopping_mall-barcelona-254-7634.mp4', 'shopping_mall']
['park-prague-1185-45617.mp4', 'park']
['street_traffic-lyon-1220-44461.mp4', 'street_traffic']
['metro-prague-1204-45313.mp4', 'metro']
['shopping_mall-milan-1183-45376.mp4', 'shopping_mall']
['street_pedestrian-lyon-1162-45000.mp4', 'street_pedestrian']
['public_square-barcelona-248-7410.mp4', 'public_square']
['tram-lyon-1225-44681.mp4', 'tram']
['public_square-prague-1192-44302.mp4', 'public_square']
['metro_station-milan-1187-45252.mp4', 'metro_station']
['park-lisbon-1198-44667.mp4', 'park']
['street_pedestrian-lisbon-1174-45429.mp4', 'street_pedestrian']
['park-milan-1164-45118.mp4', 'park']
['street_pedestrian-prague-1203-44612.mp4', 'street_pedestrian']
['park-prague-1185-45278.mp4', 'park']
['metro_station-lisbon-1221-45116.mp4', 'metro_station']
['park-milan-1164-44449.mp4', 'park']
['metro-barcelona-220-6641.mp4', 'metro']
['park-milan-1164-44617.mp4', 'park']
['street_pedestrian-lisbon-1174-45683.mp4', 'street_pedestrian']
['bus-lyon-1177-45521.mp4', 'bus']
['metro-milan-1197-45249.mp4', 'metro']
['public_square-lisbon-1211-45444.mp4', 'public_square']
['bus-lisbon-1223-44407.mp4', 'bus']
['bus-lyon-1186-45061.mp4', 'bus']
['metro-lisbon-1224-45524.mp4', 'metro']
['street_pedestrian-lisbon-1174-44609.mp4', 'street_pedestrian']
['metro-lisbon-1199-44150.mp4', 'metro']
['airport-lisbon-1175-45300.mp4', 'airport']
['park-lisbon-1198-45254.mp4', 'park']
['shopping_mall-prague-1219-44678.mp4', 'shopping_mall']
['airport-lyon-1169-44738.mp4', 'airport']
['shopping_mall-lisbon-1176-44379.mp4', 'shopping_mall']
['street_pedestrian-lyon-1162-44971.mp4', 'street_pedestrian']
['metro_station-barcelona-229-6893.mp4', 'metro_station']
['street_pedestrian-lyon-1162-45402.mp4', 'street_pedestrian']
['tram-prague-1184-44355.mp4', 'tram']
['park-lisbon-1198-45416.mp4', 'park']
['metro_station-milan-1187-44123.mp4', 'metro_station']
['shopping_mall-barcelona-254-7625.mp4', 'shopping_mall']
['street_pedestrian-prague-1203-45623.mp4', 'street_pedestrian']
['public_square-prague-1214-45729.mp4', 'public_square']
['bus-lisbon-1223-45220.mp4', 'bus']
['tram-prague-1210-44184.mp4', 'tram']
['street_traffic-prague-1193-44135.mp4', 'street_traffic']
['shopping_mall-prague-1219-45375.mp4', 'shopping_mall']
['street_pedestrian-lyon-1162-44630.mp4', 'street_pedestrian']
['park-prague-1185-44287.mp4', 'park']
['airport-lyon-1169-44446.mp4', 'airport']
['bus-milan-1180-45321.mp4', 'bus']
['street_traffic-milan-1202-45454.mp4', 'street_traffic']
['park-lisbon-1198-45382.mp4', 'park']
['street_traffic-milan-1166-45673.mp4', 'street_traffic']
['park-milan-1164-44932.mp4', 'park']
['metro-barcelona-220-6638.mp4', 'metro']
['street_traffic-lyon-1220-44418.mp4', 'street_traffic']
['public_square-barcelona-248-7409.mp4', 'public_square']
['metro_station-lisbon-1221-45020.mp4', 'metro_station']
['metro_station-lyon-1167-44462.mp4', 'metro_station']
['metro-barcelona-220-6643.mp4', 'metro']
['shopping_mall-lisbon-1176-44870.mp4', 'shopping_mall']
['tram-milan-1222-44359.mp4', 'tram']
['metro_station-lyon-1179-44639.mp4', 'metro_station']
['metro-prague-1163-45469.mp4', 'metro']
['street_traffic-lisbon-1171-45182.mp4', 'street_traffic']
['shopping_mall-milan-1183-44950.mp4', 'shopping_mall']
['metro_station-prague-1170-45125.mp4', 'metro_station']
['public_square-milan-1168-45716.mp4', 'public_square']
['shopping_mall-lyon-1196-45205.mp4', 'shopping_mall']
['metro-lyon-1201-44158.mp4', 'metro']
['street_traffic-prague-1193-45728.mp4', 'street_traffic']
['bus-prague-1207-45493.mp4', 'bus']
['street_traffic-barcelona-268-8152.mp4', 'street_traffic']
['park-lyon-1188-44999.mp4', 'park']
['park-lisbon-1198-44605.mp4', 'park']
['street_pedestrian-lisbon-1174-44174.mp4', 'street_pedestrian']
['public_square-prague-1214-45421.mp4', 'public_square']
['shopping_mall-barcelona-254-7612.mp4', 'shopping_mall']
['metro_station-lyon-1179-45611.mp4', 'metro_station']
['bus-milan-1180-44506.mp4', 'bus']
['street_traffic-prague-1193-45293.mp4', 'street_traffic']
['airport-lyon-1169-44314.mp4', 'airport']
['street_pedestrian-milan-1165-44526.mp4', 'street_pedestrian']
['park-prague-1185-45724.mp4', 'park']
['street_pedestrian-lyon-1162-45230.mp4', 'street_pedestrian']
['shopping_mall-milan-1183-45339.mp4', 'shopping_mall']
['street_pedestrian-milan-1165-44841.mp4', 'street_pedestrian']
['airport-milan-1172-45355.mp4', 'airport']
['metro_station-lisbon-1221-44963.mp4', 'metro_station']
['street_traffic-lyon-1220-44305.mp4', 'street_traffic']
['park-lisbon-1198-45155.mp4', 'park']
['street_pedestrian-lisbon-1174-45739.mp4', 'street_pedestrian']
['shopping_mall-lyon-1196-44957.mp4', 'shopping_mall']
['airport-lisbon-1175-45108.mp4', 'airport']
['metro-milan-1218-45270.mp4', 'metro']
['street_pedestrian-milan-1205-44244.mp4', 'street_pedestrian']
['airport-lisbon-1175-45593.mp4', 'airport']
['street_traffic-helsinki-269-8169.mp4', 'street_traffic']
['tram-milan-1182-45540.mp4', 'tram']
['metro-milan-1197-44844.mp4', 'metro']
['tram-lyon-1225-44466.mp4', 'tram']
['metro-milan-1197-44802.mp4', 'metro']
['metro-lyon-1181-44146.mp4', 'metro']
['public_square-prague-1192-44436.mp4', 'public_square']
['metro_station-lisbon-1221-45207.mp4', 'metro_station']
['bus-milan-1190-45386.mp4', 'bus']
['bus-lyon-1186-44933.mp4', 'bus']
['street_pedestrian-lyon-1162-44112.mp4', 'street_pedestrian']
['street_traffic-prague-1193-44470.mp4', 'street_traffic']
['bus-lyon-1186-45135.mp4', 'bus']
['bus-milan-1190-45176.mp4', 'bus']
['airport-lisbon-1175-45213.mp4', 'airport']
['public_square-prague-1192-45348.mp4', 'public_square']
['park-barcelona-241-7158.mp4', 'park']
['street_pedestrian-lyon-1162-44650.mp4', 'street_pedestrian']
['park-lyon-1188-44138.mp4', 'park']
['street_pedestrian-milan-1205-44920.mp4', 'street_pedestrian']
['airport-lisbon-1175-44669.mp4', 'airport']
['airport-milan-1172-45490.mp4', 'airport']
['bus-prague-1215-44427.mp4', 'bus']
['metro_station-milan-1187-44731.mp4', 'metro_station']
['metro-lyon-1206-45718.mp4', 'metro']
['bus-lyon-1177-44109.mp4', 'bus']
['street_traffic-barcelona-268-8167.mp4', 'street_traffic']
['shopping_mall-lyon-1196-44648.mp4', 'shopping_mall']
['public_square-prague-1192-44134.mp4', 'public_square']
['shopping_mall-lyon-1196-45535.mp4', 'shopping_mall']
['metro-prague-1204-44199.mp4', 'metro']
['shopping_mall-lyon-1196-44587.mp4', 'shopping_mall']
['park-prague-1185-44120.mp4', 'park']
['public_square-lyon-1178-45576.mp4', 'public_square']
['tram-milan-1182-44596.mp4', 'tram']
['public_square-milan-1168-45167.mp4', 'public_square']
['metro-lyon-1181-44369.mp4', 'metro']
['bus-prague-1215-45573.mp4', 'bus']
['metro_station-prague-1170-45522.mp4', 'metro_station']
['tram-milan-1182-44745.mp4', 'tram']
['street_pedestrian-prague-1203-45520.mp4', 'street_pedestrian']
['shopping_mall-lyon-1196-45474.mp4', 'shopping_mall']
['tram-milan-1182-44272.mp4', 'tram']
['tram-milan-1182-44906.mp4', 'tram']
['metro_station-lisbon-1221-45341.mp4', 'metro_station']
['tram-lyon-1225-44849.mp4', 'tram']
['street_traffic-prague-1193-44356.mp4', 'street_traffic']
['street_pedestrian-milan-1165-45128.mp4', 'street_pedestrian']
['tram-prague-1210-44504.mp4', 'tram']
['park-lisbon-1198-45531.mp4', 'park']
['public_square-lisbon-1211-45139.mp4', 'public_square']
['park-lisbon-1198-45259.mp4', 'park']
['public_square-lyon-1178-45274.mp4', 'public_square']
['street_pedestrian-lyon-1162-44736.mp4', 'street_pedestrian']
['shopping_mall-milan-1183-45399.mp4', 'shopping_mall']
['street_pedestrian-lisbon-1174-44513.mp4', 'street_pedestrian']
['shopping_mall-lisbon-1176-45680.mp4', 'shopping_mall']
['public_square-lyon-1178-44193.mp4', 'public_square']
['street_pedestrian-prague-1203-45682.mp4', 'street_pedestrian']
['airport-lyon-1169-44387.mp4', 'airport']
['metro-lisbon-1199-44930.mp4', 'metro']
['shopping_mall-milan-1183-44733.mp4', 'shopping_mall']
['bus-milan-1180-44818.mp4', 'bus']
['street_traffic-barcelona-268-8156.mp4', 'street_traffic']
['shopping_mall-lisbon-1176-44890.mp4', 'shopping_mall']
['metro_station-lisbon-1221-44420.mp4', 'metro_station']
['airport-lyon-1169-44127.mp4', 'airport']
['airport-lisbon-1175-44918.mp4', 'airport']
['street_traffic-barcelona-268-8143.mp4', 'street_traffic']
['shopping_mall-lisbon-1176-45590.mp4', 'shopping_mall']
['tram-lyon-1225-45472.mp4', 'tram']
['street_traffic-lisbon-1171-44869.mp4', 'street_traffic']
['public_square-milan-1168-44922.mp4', 'public_square']
['airport-lisbon-1175-44691.mp4', 'airport']
['tram-lisbon-1200-45504.mp4', 'tram']
['metro_station-lyon-1179-45257.mp4', 'metro_station']
['street_traffic-milan-1166-44097.mp4', 'street_traffic']
['park-milan-1164-44188.mp4', 'park']
['street_traffic-barcelona-268-8164.mp4', 'street_traffic']
['metro_station-prague-1170-45011.mp4', 'metro_station']
['bus-milan-1180-45241.mp4', 'bus']
['metro_station-lyon-1179-45309.mp4', 'metro_station']
['airport-prague-1195-44426.mp4', 'airport']
['bus-milan-1190-45089.mp4', 'bus']
['shopping_mall-barcelona-254-7619.mp4', 'shopping_mall']
['street_pedestrian-lyon-1162-44682.mp4', 'street_pedestrian']
['street_traffic-milan-1202-44808.mp4', 'street_traffic']
['public_square-lyon-1178-45121.mp4', 'public_square']
['shopping_mall-barcelona-254-7628.mp4', 'shopping_mall']
['public_square-prague-1192-45462.mp4', 'public_square']
['street_pedestrian-lyon-1162-45438.mp4', 'street_pedestrian']
['metro_station-lisbon-1221-45043.mp4', 'metro_station']
['metro-prague-1213-44212.mp4', 'metro']
['metro_station-lyon-1179-44747.mp4', 'metro_station']
['public_square-lyon-1178-45424.mp4', 'public_square']
['tram-lyon-1216-44477.mp4', 'tram']
['street_traffic-milan-1202-45067.mp4', 'street_traffic']
['tram-lisbon-1200-44280.mp4', 'tram']
['metro_station-lyon-1179-44230.mp4', 'metro_station']
['street_traffic-prague-1193-44915.mp4', 'street_traffic']
['shopping_mall-milan-1183-45087.mp4', 'shopping_mall']
['shopping_mall-milan-1183-44413.mp4', 'shopping_mall']
['public_square-milan-1168-45212.mp4', 'public_square']
['airport-lyon-1169-44363.mp4', 'airport']
['park-milan-1164-45538.mp4', 'park']
['bus-lyon-1186-45436.mp4', 'bus']
['airport-milan-1172-45028.mp4', 'airport']
['street_pedestrian-barcelona-261-7906.mp4', 'street_pedestrian']
['metro_station-prague-1170-44263.mp4', 'metro_station']
['public_square-milan-1168-44532.mp4', 'public_square']
['street_pedestrian-lisbon-1174-44243.mp4', 'street_pedestrian']
['street_pedestrian-prague-1203-44978.mp4', 'street_pedestrian']
['bus-prague-1215-45133.mp4', 'bus']
['airport-lisbon-1175-44606.mp4', 'airport']
['street_traffic-lyon-1220-45233.mp4', 'street_traffic']
['bus-lyon-1186-45584.mp4', 'bus']
['metro_station-milan-1187-45045.mp4', 'metro_station']
['street_traffic-lisbon-1171-45407.mp4', 'street_traffic']
['metro_station-lyon-1179-45463.mp4', 'metro_station']
['metro_station-lyon-1179-45709.mp4', 'metro_station']
['airport-lyon-1169-44497.mp4', 'airport']
['street_traffic-milan-1166-44360.mp4', 'street_traffic']
['metro_station-lisbon-1221-44386.mp4', 'metro_station']
['public_square-lyon-1208-45554.mp4', 'public_square']
['metro_station-milan-1187-45311.mp4', 'metro_station']
['metro_station-lisbon-1221-44577.mp4', 'metro_station']
['street_traffic-barcelona-268-8159.mp4', 'street_traffic']
['street_pedestrian-barcelona-260-7894.mp4', 'street_pedestrian']
['metro-lisbon-1199-44289.mp4', 'metro']
['park-lyon-1188-45248.mp4', 'park']
['public_square-lyon-1208-45198.mp4', 'public_square']
['park-prague-1185-45159.mp4', 'park']
['street_traffic-prague-1193-45543.mp4', 'street_traffic']
['street_traffic-barcelona-268-8149.mp4', 'street_traffic']
['public_square-lyon-1208-44253.mp4', 'public_square']
['street_traffic-lyon-1220-44431.mp4', 'street_traffic']
['public_square-prague-1214-44214.mp4', 'public_square']
['park-milan-1164-45039.mp4', 'park']
['tram-milan-1222-44334.mp4', 'tram']
['street_pedestrian-lyon-1162-44453.mp4', 'street_pedestrian']
['metro_station-barcelona-229-6897.mp4', 'metro_station']
['bus-lisbon-1212-45534.mp4', 'bus']
['tram-prague-1189-45049.mp4', 'tram']
['street_pedestrian-milan-1165-44114.mp4', 'street_pedestrian']
['shopping_mall-prague-1219-45184.mp4', 'shopping_mall']
['street_traffic-milan-1166-45012.mp4', 'street_traffic']
['tram-prague-1210-44352.mp4', 'tram']
['park-milan-1164-45203.mp4', 'park']
['street_traffic-helsinki-269-8173.mp4', 'street_traffic']
['street_pedestrian-lisbon-1174-45002.mp4', 'street_pedestrian']
['street_traffic-lyon-1220-44350.mp4', 'street_traffic']
['tram-lisbon-1200-44256.mp4', 'tram']
['shopping_mall-barcelona-254-7629.mp4', 'shopping_mall']
['bus-milan-1190-45345.mp4', 'bus']
['tram-lisbon-1191-45052.mp4', 'tram']
['public_square-lyon-1178-45149.mp4', 'public_square']
['street_pedestrian-barcelona-260-7901.mp4', 'street_pedestrian']
['park-milan-1164-45208.mp4', 'park']
['tram-lisbon-1200-44884.mp4', 'tram']
['tram-lyon-1225-45456.mp4', 'tram']
['bus-milan-1190-45552.mp4', 'bus']
['public_square-prague-1192-44998.mp4', 'public_square']
['park-lyon-1188-44904.mp4', 'park']
['shopping_mall-prague-1219-44588.mp4', 'shopping_mall']
['street_pedestrian-prague-1203-44655.mp4', 'street_pedestrian']
['shopping_mall-lyon-1196-45150.mp4', 'shopping_mall']
['park-barcelona-241-7167.mp4', 'park']
['park-helsinki-242-7187.mp4', 'park']
['bus-milan-1180-45283.mp4', 'bus']
['park-milan-1164-44541.mp4', 'park']
['metro_station-milan-1187-45223.mp4', 'metro_station']
['street_traffic-milan-1202-44638.mp4', 'street_traffic']
['park-prague-1185-44250.mp4', 'park']
['tram-milan-1182-44401.mp4', 'tram']
['metro_station-lyon-1179-45235.mp4', 'metro_station']
['tram-milan-1209-44183.mp4', 'tram']
['bus-prague-1194-44538.mp4', 'bus']
['tram-lyon-1225-44948.mp4', 'tram']
['street_pedestrian-milan-1165-44096.mp4', 'street_pedestrian']
['shopping_mall-lisbon-1176-44829.mp4', 'shopping_mall']
['street_traffic-lyon-1220-44381.mp4', 'street_traffic']
['street_traffic-lisbon-1171-44258.mp4', 'street_traffic']
['bus-lisbon-1223-45057.mp4', 'bus']
['street_traffic-lisbon-1171-45058.mp4', 'street_traffic']
['park-barcelona-241-7168.mp4', 'park']
['street_traffic-prague-1193-45635.mp4', 'street_traffic']
['metro_station-lyon-1167-44941.mp4', 'metro_station']
['park-barcelona-241-7159.mp4', 'park']
['airport-milan-1172-44103.mp4', 'airport']
['park-lyon-1188-44464.mp4', 'park']
['street_traffic-lisbon-1171-44176.mp4', 'street_traffic']
['park-lyon-1188-44985.mp4', 'park']
['metro_station-lyon-1167-44113.mp4', 'metro_station']
['metro-milan-1218-45117.mp4', 'metro']
['shopping_mall-prague-1219-45582.mp4', 'shopping_mall']
['tram-prague-1189-45245.mp4', 'tram']
['shopping_mall-barcelona-254-7635.mp4', 'shopping_mall']
['street_pedestrian-milan-1205-45059.mp4', 'street_pedestrian']
['park-lisbon-1198-45168.mp4', 'park']
['park-prague-1185-44522.mp4', 'park']
['public_square-lisbon-1211-44949.mp4', 'public_square']
['park-barcelona-241-7179.mp4', 'park']
['airport-lisbon-1175-44916.mp4', 'airport']
['street_traffic-prague-1193-45369.mp4', 'street_traffic']
['metro-lisbon-1224-44955.mp4', 'metro']
['public_square-milan-1168-45282.mp4', 'public_square']
['metro-milan-1218-44775.mp4', 'metro']
['metro_station-lyon-1167-45665.mp4', 'metro_station']
['bus-milan-1190-44926.mp4', 'bus']
['bus-lyon-1186-45349.mp4', 'bus']
['airport-prague-1195-45312.mp4', 'airport']
['tram-lisbon-1191-44967.mp4', 'tram']
['metro-lisbon-1199-45637.mp4', 'metro']
['public_square-prague-1214-45053.mp4', 'public_square']
['airport-lyon-1169-45068.mp4', 'airport']
['street_traffic-lisbon-1171-44192.mp4', 'street_traffic']
['street_pedestrian-lisbon-1174-44492.mp4', 'street_pedestrian']
['metro-milan-1218-44758.mp4', 'metro']
['tram-lisbon-1191-44133.mp4', 'tram']
['metro-lisbon-1224-45413.mp4', 'metro']
['tram-lyon-1225-44521.mp4', 'tram']
['street_pedestrian-milan-1205-44767.mp4', 'street_pedestrian']
['public_square-milan-1168-44485.mp4', 'public_square']
['street_pedestrian-milan-1205-44346.mp4', 'street_pedestrian']
['shopping_mall-prague-1219-45546.mp4', 'shopping_mall']
['metro-prague-1163-44292.mp4', 'metro']
['airport-lisbon-1175-44702.mp4', 'airport']
['metro-prague-1213-45005.mp4', 'metro']
['street_traffic-prague-1193-44235.mp4', 'street_traffic']
['metro_station-lisbon-1221-44789.mp4', 'metro_station']
['street_pedestrian-milan-1205-44602.mp4', 'street_pedestrian']
['shopping_mall-lyon-1196-44888.mp4', 'shopping_mall']
['tram-lyon-1216-44510.mp4', 'tram']
['metro_station-milan-1187-45323.mp4', 'metro_station']
['street_traffic-barcelona-268-8133.mp4', 'street_traffic']
['street_pedestrian-lisbon-1174-45131.mp4', 'street_pedestrian']
['public_square-barcelona-248-7408.mp4', 'public_square']
['street_traffic-prague-1193-45120.mp4', 'street_traffic']
['street_pedestrian-milan-1165-44156.mp4', 'street_pedestrian']
['metro-milan-1218-44535.mp4', 'metro']
['park-barcelona-241-7182.mp4', 'park']
['street_traffic-lisbon-1171-44417.mp4', 'street_traffic']
['street_pedestrian-lyon-1162-45258.mp4', 'street_pedestrian']
['street_traffic-milan-1166-44207.mp4', 'street_traffic']
['bus-milan-1190-44297.mp4', 'bus']
['street_pedestrian-prague-1203-45651.mp4', 'street_pedestrian']
['metro_station-lisbon-1221-45013.mp4', 'metro_station']
['public_square-lyon-1208-45153.mp4', 'public_square']
['park-lisbon-1198-44740.mp4', 'park']
['metro-lyon-1201-45023.mp4', 'metro']
['tram-lyon-1216-45132.mp4', 'tram']
['shopping_mall-lyon-1196-44370.mp4', 'shopping_mall']
['bus-lisbon-1212-45548.mp4', 'bus']
['public_square-barcelona-248-7412.mp4', 'public_square']
['street_traffic-barcelona-268-8148.mp4', 'street_traffic']
['park-milan-1164-44807.mp4', 'park']
['public_square-prague-1192-44723.mp4', 'public_square']
['street_pedestrian-prague-1203-45568.mp4', 'street_pedestrian']
['metro-milan-1218-44544.mp4', 'metro']
['park-lyon-1188-44460.mp4', 'park']
['street_traffic-milan-1202-44518.mp4', 'street_traffic']
['park-barcelona-241-7165.mp4', 'park']
['street_pedestrian-milan-1205-44672.mp4', 'street_pedestrian']
['park-lisbon-1198-44326.mp4', 'park']
['street_traffic-lyon-1220-44993.mp4', 'street_traffic']
['park-lyon-1188-44388.mp4', 'park']
['street_pedestrian-milan-1205-45325.mp4', 'street_pedestrian']
['park-lisbon-1198-44658.mp4', 'park']
['street_pedestrian-lyon-1162-44717.mp4', 'street_pedestrian']
['public_square-lyon-1178-45613.mp4', 'public_square']
